query,case_title,case_url,doc_title,headline,content
Article 2,"Union Of India And Another vs Tulsiram Patel And Others on 11 July, 1985",https://indiankanoon.org/docfragment/1134697/?formInput=Article%202,,"Clauses (1)  and (2) of Article 311 impose restrictions
upon the  exercise by  the President  or the  Governor of  a
State of  his  pleasure	 under	Article	 310(1).  These	 are
express provisions with respect to termination of service by
dismissal or  removal as  also with  respect to reduction in
rank of	 a civil  servant and  thus come within the ambit of
the  expression	  ""Except  as  expressly  provided  by	this
Constitution"" qualifying Article 310(1). Article 311 is thus
an exception  to Article 310 and was described in Parshottam
Lal Dhingra  v. Union  of India,  [1958] S.C.R.	 820,829, as
operating as a proviso to Article 310(1) though set out in a
separate Article.  Article 309	is,  however,  not  such  an
exception. It  does not lay down any express provision which
would  derogate	 from  the  amplitude  of  the	exercise  of
pleasure under	Article 310(1).	 It merely  confers upon the
appropriate Legislature	 or executive the power to make laws
and frame  rules but  this power  is  made  subject  to	 the
provisions of the Constitution. Thus, Article 309 is subject
to Article 310(1) and any provision restricting the exercise
of the	pleasure of  the President  or Governor in an Act or
rule made  or frame  under Article  309 not being an express
provision  of  the  Constitution,  cannot  fall	 within	 the
expression   ""Except   as   expressly	provided   by	this
Constitution"" occurring	 in Article  310(1) and	 would be in
conflict  with	Article	 310(1)	 and  must  be	held  to  be
unconstitutional.  Clauses   (1)  and  (2)  of	Article	 311
expressly restrict  the manner in which a Government servant
can be	dismissed, removed  or reduced in rank and unless an
Act made  or rule  framed under Article 309 also conforms to
these restrictions, it would be void. The restriction placed
by clauses  (1) and  (2) of  Article 311  are two : (1) with
respect to  the authority  empowered to	 dismiss or remove a
government servant  provided for  in clause  (1) of  Article
311; and  (2)  with  respect  to  the  procedure  dismissal,
removal	 or  reduction	in  rank  of  a	 government  servant
provided for  in clause(2).  The second	 priviso to  Article
311(2), which  is the  central point of controversy in these
Appeals and Writ Petitions, lifts the restriction imposed by
Article 311(2)	in the	cases specified in the three clauses
of that proviso.



 Article 14 and the Second Proviso
     The next  question which  false to	 be  considered	 is,
""Does Article  14 make	any difference	to the	consequences
which flow  from the  second proviso  to Article 311(2)?"" It
was submitted  on behalf  of the  government  servants	that
Article 14  in which  the principle  of natural	 justice are
comprehended  permeates	  the	entire	 Constitution	and,
therefore, Article  14 must  be read into the second proviso
to Article  311(2) and	according if  not under that proviso
read by	 itself, under	it read with Article 14 a government
servant is  entitled to an opportunity both of showing cause
against the  charges made  against him	as also	 against the
penalty	 proposed  to  be  imposed  upon  him,	though	such
opportunity may	 not extend to the holding of a complete and
elaborate inquiry  as would  be the case where clause (2) of
Article 311  applies. According	 to learned  Counsel this is
what is	 required by  the audi	alteram partem rule which is
one of	the two	 main principles  of natural Justice. In the
alternative it	was submitted  that though  an order  may be
valid and  supportable under  the second  proviso to Article
311(2), it  could none	the less be void under Article 14 on
the ground  that the principles of natural justice have been
wholly	disregarded.  These  arguments	are  based  upon  an
imperfect understanding of the principles of natural justice
in their application in courts of law to the adjudication of
causes before  them and the function of Article 14 vis-a-vis
the other  provisions of  the Constitution  and particularly
the second proviso to Article 311(2).



 The rule of natural justice with which we are concerned
in these  Appeals  and	Writ  Petitions,  namely,  the	audi
alteram partem	rule, in  its fullest amplitude means that a
person against	whom an order to his prejudice may be passed
should be  informed of	the allegations	 and charges against
him, be	 given an  opportunity of submitting his explanation
thereto, have  the right  to know the evidence, both oral or
documentary, by	 which the  matter is proposed to be decided
against him,  and to  inspect the documents which are relied
upon for  the purpose of being used against him, to have the
witnesses who  are to  give evidence against him examined in
his presence  and have	the right to cross-examine them, and
to lead	 his own evidence, both oral and documentary, in his
defence. The  process of  a fair  hearing need not, however,
conform to  the judicial  process in a court of law, because
judicial  adjudication	 of  causes  involves  a  number  of
technical  rules   of  procedure   and	evidence  which	 are
unnecessary and	 not required  for the	purpose	 of  a	fair
hearing within	the meaning of audi alteram partem rule in a
quasi-judicial or  administrative inquiry.  If	we  look  at
clause (2)  of Article	311 in	the light  of what is stated
above, it will be apparent that	 clause is merely an express
statement  of	the  audi   alteram  partem  rule  which  is
implicitly made	 part of  the guarantee contained in Article
14 as  a result	 of  the  interpretation  placed  upon	that
Article by  recent decisions  of this  Court. Clauses (2) of
Article 311  requires that  before a  government servant  is
dismissed, removed  or reduced	in rank,  an inquiry must be
held in	 which he is informed of the charges against him and
given a	 reasonable opportunity of being heard in respect of
those charges.	The nature  of the  hearing to be given to a
government servant under clauses (2) of Article 311 has been
elaborately set	 out by	 this Court  in Khem chand's case in
the passages  from the judgment extracted above. Though that
case related  to the original clause (2) of Article 311, the
same applies to the present clause (2) of Article 311 except
for the	 fact that  now a government servant has no right to
make any  representation against  the penalty proposed to be
imposed upon him but, as pointed out earlier, in the case of
Suresh Koshy  George v. The University of Kerala and others,
such an opportunity is not the requirement of the principles
of  natural   justice  and  as	held  in  Associated  Cement
Companies Ltd.	v. T.  C. Shrivastava and others neither the
ordinary law of the land nor industrial law requires such an
opportunity to be given. The

Opportunity of	showing cause  against the  proposed penalty
was only  the result  of the  interpretation placed  by	 the
Judicial Committee  of the Privy Council in Lall's Case upon
section 240(3)	of the	Government of India, 1935, which was
accepted by  this Court in Khem Chand's Case. If, therefore,
an inquiry  held against  a government	servant under clause
(2) of Article 311 is unfair or biased or has been conducted
in such	 a manner  as not  to give  him a fair or reasonable
opportunity to	defend himself,	 undoubtedly, the principles
of natural justice would be violated, but in such a case the
order of  dismissal, removal  or reduction  in rank would be
held to	 be bad	 as contravening  the express  provisions of
clause (2)  of Article	311 and	 there will  be no scope for
having	recourse   to  Article	 14  for   the	purpose	  of
invalidating it.



 (Emphasis supplied.)
     Not only,	therefore, can	the  principles	 of  natural
justice be  modified but  in exceptional cases they can even
be excluded.  There are	 well-defined exceptions to the nemo
judex in  causa sua  rule as also to the audi alteram partem
rule. The  nemo judex  in causa	 sua rule  is subject to the
doctrine of  necessity and  yields to  it as  pointed out by
this Court  in J.Mohapatra  & Co.  and another	v. State  of
Orissa and  another [1985] 1 S.C.R. 322,334-5. So far as the
audi alteram  partem rule  is concerned, both in England and
in India,  it is  well established  that where	a right to a
prior notice  and an opportunity to be heard before an order
is passed would obstruct the taking of prompt action, such a

right can be excluded. This right can also be excluded where
the nature of the action to be taken, its object and purpose
and the	 scheme of the relevant statutory provisions warrant
its exclusion;	nor can	 the audi  alteram  partem  rule  be
invoked if  importing it would have the effect of paralysing
the administrative process or where the need for promptitude
or the	urgency of  taking action so demands, as pointed out
in Maneka Gandhi's  case at page 681. If legislation and the
necessities of	a situation  can exclude  the principles  of
natural justice	 including the	audi alteram  partem rule, a
fortiorari so  can a  provision or  the Constitution,  for a
Constitutional provision has a far greater and all-pervading
sanctity than  a statutory  provision. In  the present case,
clause (2)  of Article	311 is	expressly  excluded  by	 the
opening words  of the  second proviso  and particularly	 its
key-words this clause shall not apply. As pointed out above,
clause (2) of Article 311 embodies in express words the audi
alteram partem	rule.  This  principle	of  natural  justice
having	been   expressly  excluded   by	  a   Constitutional
provision, namely,  the second	proviso	 to  clause  (2)  of
Article 311,  there is	no scope  for reintroducing  it by a
side-door to  provide once  again the same inquiry which the
Constitutional provision  has expressly	 prohibited. Where a
clause of  the second  proviso is  applied on  an extraneous
ground or  a ground  having no	relation  to  the  situation
envisaged in that clause, the action in so applying it would
be mala	 fide, and,  therefore, void.  In such	a  case	 the
invalidating factor may be referable to Article 14. This is,
however, the  only  scope  which  Article  14  can  have  in
relation to  the second	 proviso. but  to hold that once the
second proviso is properly applied and clause (2) of Article
311 excluded,  Article 14  will step in to take the place of
clause (2)  would be  to nullify  the effect  of the opening
words of the second proviso and thus frustrate the intention
of the	makers of  the Constitution.  The second  proviso is
based on  public policy	 and is	 in public  interest and for
public good and the Constitution - makers who inserted it in
Article 311(2)	were the best persons to decide whether such
an exclusionary provision should be there and the situations
in which this provision should apply.",
Article 2,Constitution of India,https://indiankanoon.org/doc/237570/,,,
Article 2,"The State Of Bihar vs Maharajadhiraja Sir Kameshwar Singhof ... on 27 May, 1952",https://indiankanoon.org/docfragment/41868/?formInput=Article%202,,"(ii) was a ""provision"" of article 31 (2), submitted that (i)
was  not.   According to him clause (2)assumed but  did	 not
""provide""  that acquisition should be authorised only for  a
public	purpose.  I cannot accept that view. In my  opinion,
the  clause seeks also to impose a limitation in  regard  to
public	purpose.   The clause was evidently worded  in	that
form  as it was copied (with minor variations) from  section
299  (2)  of the Government of India Act,  1935,  which	 was
undoubtedly designed to give effect to the recommendation of
the  Joint  Parliamentary Committee in para.  369  of  their
Report	that two conditions should be imposed on  expropria-
tion  of  private  property:  ""We think	 it  (the  provision
proposed)  should secure that legislation  expropriating  or
authorising  the  expropriation of the property	 of  private
individuals should be lawful only if confined to  expropria-
tion  for public purpose and if compensation  is  determined
either in the first instance or in appeal by some  independ-
ent  authority"". It is thus clear that section 299  (2)	 was
intended  to secure fulfilment of two conditions subject  to
which alone legislation authorising expropriation of private
property  should be lawful, and it seems reasonable to	con-
clude  that  article 31 (2) was also intended to impose	 the
same  two  conditions on legislation  expropriating  private
property.    In	 other	words, article 31 (2)must be  under-
stood as also providing that legislation authorising  expro-
priation of private property should be lawful only if it was
required  for  a public purpose and provision was  made	 for
payment of compensation.  Indeed if this were not so,  there
would be nothing in the Constitution to prevent	 acquisition
for  a non-public or private purpose and without payment  of
compensation--an  absurd result. It cannot be supposed	that
the  framers of	 the Constitution, while expressly  enacting
one of the two well-established restrictions on the exercise
of the right of eminent domain, left the other to be import-
ed  from the common law.  Article 81 (2) must therefore,  be
taken to provide for both the limitations in express  terms.
An attack on the

ground of contravention of these provisions implies that the
law in question authorises acquisition without reference  to
a public purpose and without payment of compensation.	This
was  precisely the objection raised both by Mr. Das and	 Dr.
Ambedkar  to  the constitutional validity  of  the  impugned
statutes, and such objection really amounts to calling those
laws  in  question on the ground that they  contravened	 the
provisions of article 31 (2), though learned counsel stoutly
denied	that they were relying on the provisions of  article
31(2).	 The denial, however, seems to me to be based  on  a
quibbling  distinction	without a difference  in  substance.
Their  main  attack was really grounded on  the	 absence  of
these  two  essential  prerequisites  of  valid	 legislation
authorising acquisition of private property, though Mr.	 Das
would  deduce them by implication from entry 36 of  List  II
and  entry  42	of List III, while Dr.	Ambedkar  sought  to
derive	them from the spirit of the Constitution.  But	this
is only a form of stating the objection which, in substance,
is  that  the statutes are bad because of the absence  of  a
public	purpose and the omission to provide for a just	com-
pensation.   This, in fact, was the burden of  the  argument
before us. If, then, these two grounds of attack fall within
the  purview  of article 31(4), the  words  ""notwithstanding
anything  in  this  Constitution"" are apt  to  exclude	such
grounds howsoever they are derived--whether from the entries
in the legislative Lists or from the spirit of the Constitu-
tion-for  both alike are covered by those words. Indeed,  if
the  objection based on the absence of a public purpose	 and
of a provision for just compensation were still to be  open,
clause	(4) of article 31  would be meaningless	 surplusage.
It  is	obvious that that clause was specially	designed  to
protect	 the  impugned	statutes and  other  laws  similarly
enacted	 from  attack  in a court of law  on  the  aforesaid
grounds	 and, if they were nevertheless to be considered  as
not being within the protection, it is difficult to see what
the  use of article 31 (4) would be.  Learned  counsel	were
unable to suggest any.	The fact is that article 31 (4) was

designed  to  bar the jurisdiction of  courts  to  entertain
objections to the validity of a certain class of  enactments
on  the	 two-fold ground referred to above,  and  its  whole
purpose	 would stand  defeated if the zemindars'  contention
were to prevail.



    That  the obligation to provide for compensation is	 not
included in the content of the legislative power under entry
36 in List II, by itself or read with entry 42 in List	III,
will be made further clear when we come to consider  closely
clauses (4) and (5) of article 31 and article 31-A.  Article
31(4)  protects a law of the description  mentioned  therein
against the provisions of article 31(2). It follows,  there-
fore,  that what is sought to be protected by article  31(4)
is a law for the acquisition or taking possession of proper-
ty which does not, amongst other things, provide for compen-
sation or

does  not fix the amount or specify the principles on  which
and the manner in which the compensation is to be determined
and given, for otherwise there would be no necessity for any
protection.  The question at once arises as to whether there
is  any legislative entry in List 11 under which a  law	 for
acquisition or taking possession of property without compen-
sation	can  be made by a State Legislature.   To  test	 the
validity of Mr. P.R. Das's argument and to avoid the compli-
cation	arising	 out of the residuary powers  of  Parliament
under  article 248 and entry 97 of List II I have taken	 the
case  of a law of acquisition made by the legislatures of  a
State  which  also come within article 31  (4).	  Is  there,
then,  any entry in List II under which a State	 Legislature
can  make  a  law for acquisition  without  compensation  or
public purpose ? Obviously there is none, except entry 36 in
List  II.  If that entry by itself or read with entry 42  in
List  III has any implication as suggested, namely,  that  a
law for acquisition of property-made under entry 36 in	List
II  without a provision for compensation will be beyond	 the
legislative   competency  of the  State	 Legislatures,	then
there  is no other entry under which such a law can be	made
by a State Legislature and there can, therefore, be no point
in  making  a  provision in article  81(4)  for	 protecting,
against	 article  31(2), a law which,  on  this	 hypothesis.
cannot be made at all. Article 81(4) postulates a law  which
offends against 31 (2) and so far as the State	Legislatures
are  concerned there is no entry in List II except entry  36
under  which such an offending law may be made by the  State
Legislatures.  This  circumstance  unmistakably	 establishes
that entry 36 in List II, by itself or read with-entry 42 in
List III, has not any such implication as is imputed to	 it.
Likewise  take	article 81 (5) (b) (ii) which  protects	 the
provisions of any law which the State may hereafter make for
the  promotion of public health or the prevention of  danger
to  life  or property.	The law which is thus sought  to  be
protected must also involve acquisition of property  without
any  provision for compensation, for otherwise there can  be
no occasion or necessity for

any protection against article 31 (2).	A law of this  kind,
in so far as such law provides for acquisition of  property,
must necessarily be made by a State Legislature. if at	all,
under  entry 36 in List II.  If Mr. P.R.  Das's	 contentions
were  correct,	a  law for the promotion of  health  or	 the
prevention  of	danger	to life or  property  involving	 the
acquisition  of property without a provision  for  compensa-
tion,  which is what is sought to be protected from  article
31 (2), can never be made, for the obligation to provide for
compensation  is, according to him, implicit in	 entry36  in
List  II, by itself or read with entry 42 in List  III,	 and
there  is no other entry under which a law may be made by  a
State  Legislature with respect to acquisition of  property.
It is futile to attempt to get over this anomaly by suggest-
ing  that  clauses (4) and (5) (b) (ii) of article  31	have
been inserted in the Constitution ex abundanti cautela, for,
if Mr. P.R. Das were correct in his submission, no amount of
caution was necessary for protecting a law that, ex  hypoth-
esi, cannot be made at all. Similar arguments may as well be
founded	 on article 31-A, for that article also	 protects  a
law from article 31 (2) which is in Part III of the  Consti-
tution. It is suggested that article 31-A postulates a valid
law made by a competent legislature within the ambit of	 its
legislative  powers. If a State Legislature in making a	 law
for  the acquisition of property for a public purpose  under
entry 36 in List II must provide for compensation then a law
made  conformably  with this supposed  requirement  of	that
entry  by a State Legislature will require no protection  at
all against article 31 (2), and article 31-A must be regard-
ed as meaningless and unnecessary.   Surely, that conclusion
is  manifestly	untenable.  In my opinion  clauses  (4)	 and
(5)(b) (ii) of article 31 and article 31-A clearly  negative
Mr. P.R. Das's proposition.  In my judgment, for the reasons
stated	above, the  major premise in the arguments  advanced
by  Mr.	 P.R. Das under 'the first head,  namely,  that	 the
obligation  to pay compensation is implicit in entry  36  in
Lis  II by itself or read with entry 42 in List III  is	 un-
sound.



    Assuming  that the obligation to pay compensation  which
is  expressly provided in article 31(2) is also implicit  in
entry 36 in List II by itself or read with entry 42 in	List
III, the respondents cannot. even then, be permitted to call
in  question the validity of the impugned Act on the  ground
that  it  does not provide for compensation, for  then	they
will  be  doing	 exactly what they are forbidden  to  do  by
article	 31 (4) and the newly added  articles.	Article31(4)
and the added articles debar the respondents from  question-
ing the validity of the Act on the ground, inter alia,	that
it  contravenes	 or is inconsistent with or  takes  away  or
abridges  any of the rights conferred by the  provisions  of
clause (2) of article 31.  The emphasis in those articles is
rather on the ""provisions"" than on the number of the article
or the Part of the Constitution. It is obvious that the real
substance  of  the matter is that articles 31(4),  31-A	 and
31-B  expressly seek to prevent a challenge to the  validity
of the Act based on the ground, inter alia, that it does not
provide	 for  compensation. This obligation to	provide	 for
compensation is no doubt one of the provisions of article 31
(2)  but  if  as contended by Mr. P.R. Das,  the  self	same
provision be found elsewhere in the same Constitution, e.g.,
entry  36  in  List II or entry 42 in List  III,  then	that
""provision"" must also be regarded as having been covered  by
article	 31(4)	and the two added  articles,  for  otherwise
those articles will be rendered nugatory.  In my opinion, if
two constructions are possible, the Court should adopt	that
which

will  implement	 and discard that which	 will  stultify	 the
apparent  intention  of	 the  makers  of  the  Constitution.
Further, it must be borne in mind that article 31 (4)  which
applies	 ""notwithstanding  anything in	this  Constitution"",
will,  by force of the very words, protect the	Act  against
even  legislative incompetency, if any, arising out  of	 the
alleged noncompliance with the suggested implied provisions,
if any, of entry 36 in List II and entry 42 in List III.  In
my  judgment the respondents are not, by reason of  articles
31(4),	31-A and 31-B, entitled to call the Act in  question
on  the	 ground that it does not provide  for  compensation,
whether	 the ground is formulated as a breach of article  31
(2) or of the implied provision, if any, of the	 legislative
heads mentioned above.



    It	will  be noticed that the argument that the  Act  is
unconstitutional  is founded on the assumption that  it	 has
not laid down any principle for determining compensation  as
required by entry 42 in List III and that the provision	 for
compensation is wholly illusory. Chapter V of the Act  deals
with assessment of compensation.  Shortly put, the scheme is
to start with the gross assets which are taken to be synony-
mous  with the gross income and then to make certain  deduc-
tions  therefrom and to arrive at the net assets.  Then	 the
compensation is to be calculated at a sliding scale of rates
varying from 20 to 3 times of the net income. To the  amount
thus  determined is to be added a moiety of the	 accumulated
arrrears of rent etc. and the compensation for the mines and
minerals as determined under section 25. Ex facie, it cannot
be disputed that the Act does prescribe some principles	 for
determining  the compensation payable to the  proprietor  or
tenure-holder.	It is, however, pointed out that the  deduc-
tion of 5 to 20 per cent. of the gross assets as and by	 way
of  cost of management is quite arbitrary. It is  said	that
although  it  is well known that the percentage of  cost  of
management  in relation to the income of a small  estate  is
greater	 than that of a larger estate, yet the Act  provides
for deducting 20 percent. of the gross assets in the case of
proprietors

of  the larger estates but only 5 per cent. in	the case  of
the smaller estates.  Objection is next taken to the  deduc-
tion  of  any amount under the head of works of	 benefit  to
raiyats the and also to the scale of such deduction.   These
arguments,  to my mind, do not on close scrutiny, amount  to
saying	that  the Act does not lay down	 any  principle	 for
determining the compensation.  The real underlying  implica-
tion  of these arguments, as I understand them, is that	 the
principles  are not good enough in that they do not  produce
fair compensation.  I do not think the Court can go into the
policy of the legislation.  All that the Court is  concerned
with  is to see whether any principle has been laid down  as
mentioned  in  entry  42 in List III. It is  true  that	 the
percentage of costs of management calculated on the basis of
the  income of a big estate is less than that of  a  smaller
estate,	 but  it is quite clear that the Act has  fixed	 the
scale  of  deduction under this head and under the  head  of
works of benefit according to the capacity of the proprietor
or  tenureholder to bear it.  It is impossible to  say	that
the  provision	for deduction for works of  benefit  to	 the
raiyats	 is  not supported by any principle. A	landlord  is
expected to spend money on works of benefit to his  raiyats,
e.g.,  providing  tanks and  wells,  irrigation,  charitable
dispensary,  schools  and  so forth and be it  said  to	 the
credit	of  some of the landlords that in practice  they  do
spend  money  on this account. Therefore, there	 is  nothing
wrong,	when  calculating the net income of a  landlord,  to
deduct	something  which the' landlords should and  some  of
them often do, in practice, spend under this head.  I see no
absence of principle in this provision.	 The rate of  deduc-
tion, I have said, has been fixed according to the  capacity
of  the proprietors or tenure-holders.	It has	been  shown.
and it is not denied that in many cases a calculation of the
net  income on the basis of the principles laid down in	 the
Act operates to reduce the gross income to a very small	 net
income.	 To take only one instance, the gross annual  income
of  the	 Darbhanga  estate  is	about  Rs.  47,85,069,	 the
deduction

allowed by the Act is about Rs. 44.88,585 and the net income
computed  according to the principles laid down in  the	 Act
comes  to about Rs. 2,96,484 or say Rs. 3 lacs and the	com-
pensation  payable to  the Maharajadhiraj of Darbhanga	will
be only rupees 9 lacs.	It has also been shown that at least
in  one	 case, e.g., in the case of the Raja of	 Purnea	 the
compensation calculated according to the principle laid down
in  the Act works out at a deficit figure. The fact that  in
one isolated case the calculation may work out in this	way,
does  not,  however, prove that no principle has  been	laid
down. Indeed, in all other cases the principle laid down  in
the  Act actually produces compensation, however  inadequate
it may be said to be in some cases. If a principle has	been
laid  down, then the provisions of entry 42 in List III	 are
amply satisfied and no question of legislative	incompetency
can arise. If a principle has been laid down in the Act	 but
that principle does not in fact produce any compensation  in
any  rare case or adequate compensation in some	 cases	then
the real complaint should be, not that no principle has been
laid down but, that the principle laid down does not produce
what  may  be  called just compensation.   That	 result	 may
offend against the provisions of article 31 (2) but certain-
ly not against entry 42 in List III and in view of  articles
31 (4), 31-A and 31-B the Act cannot be challenged for	non-
compliance with article 31 (2).	 On the other hand, even  if
it is held that no principle has, in fact, been laid down by
the Act, as contended, then that fact not only amounts to  a
breach	of the provisions of entry 42 in List III  but	also
constitues  a  breach of the provisions of  article  31	 (2)
which  clearly and emphatically requires the law  to  either
fix the compensation or lay down the principles on which and
the  manner in which the compensation is to be given  and  a
breach	of this ""provision"", call it a provision of  article
31(2)  or one of entry 42 in List III. cannot.	for  reasons
already	 stated,  be questioned in view of  articles  31(4),",
Article 3,"Article 3 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1659104/,,,
Article 3,"Article 4 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1015123/,,,
Article 3,Constitution of India,https://indiankanoon.org/doc/237570/,,,
Article 3,"Tofan Singh vs The State Of Tamil Nadu on 29 October, 2020",https://indiankanoon.org/docfragment/143202244/?formInput=Article%203,,"“(3) No person accused of any offence shall be compelled
         to be a witness against himself.”
15. In an early judgment of this Court, M.P. Sharma and Ors. v. Satish

   Chandra 1954 SCR 1077, an eight-Judge Bench of this Court set out

   Article 20(3), and then went into the historical origin of this Article in

   English law. In an important passage, the Court held:
         “In view of the above background, there is no inherent
         reason to construe the ambit of this fundamental right as
         comprising a very wide range. Nor would it be legitimate
         to confine it to the barely literal meaning of the words
         used, since it is a recognised doctrine that when
         appropriate a constitutional provision has to be liberally
         construed, so as to advance the intendment thereof and


to prevent its circumvention. Analysing the terms in which
this right has been declared in our Constitution, it may be
said to consist of the following components. (1) It is a right
pertaining to a person “accused of an offence”; (2) It is a
protection against “compulsion to be a witness”; and (3) It
is a protection against such compulsion resulting in his
giving evidence “against himself”.”
                                            (at page 1086)
xxx xxx xxx
Broadly stated the guarantee in Article 20(3) is against
“testimonial compulsion”. It is suggested that this is
confined to the oral evidence of a person standing his trial
for an offence when called to the witness-stand. We can
see no reason to confine the content of the constitutional
guarantee to this barely literal import. So to limit it would
be to rob the guarantee of its substantial purpose and to
miss the substance for the sound as stated in certain
American decisions. The phrase used in Article 20(3) is
“to be a witness”. A person can “be a witness” not merely
by giving oral evidence but also by producing documents
or making intelligible gestures as in the case of a dumb
witness (See Section 119 of the Evidence Act) or the like.
“To be a witness” is nothing more than “to furnish
evidence” and such evidence can be furnished through
the lips or by production of a thing or of a document or in
other modes. So far as production of documents is
concerned, no doubt Section 139 of the Evidence Act
says that a person producing a document on summons is
not a witness. But that section is meant to regulate the
right of cross-examination. It is not a guide to the
connotation of the word “witness”, which must be
understood in its natural sense i.e. as referring to a
person who furnishes evidence. Indeed, every positive
volitional act, which furnishes evidence is testimony, and
testimonial compulsion connotes coercion which procures
the positive volitional evidentiary acts of the person, as
opposed to the negative attitude of silence or submission
on his part. Nor is there any reason to think that the
protection in respect of the evidence so procured is
confined to what transpires at the trial in the court room.
The phrase used in Article 20(3) is “to be a witness” and
not to “appear as a witness”: It follows that the protection


         afforded to an accused in so far as it is related, to the
         phrase “to be a witness” is not merely in respect of
         testimonial compulsion in the court room but may well
         extend to compelled testimony previously obtained from
         him. It is available therefore to a person against whom a
         formal accusation relating to the commission of an offence
         has been levelled which in the normal course may result
         in prosecution. Whether it is available to other persons in
         other situations does not call for decision in this case.
         Considered in this light, the guarantee under Article 20(3)
         would be available in the present cases to these
         petitioners against whom a first information report has
         been recorded as accused therein. It would extend to any
         compulsory     process       for production of   evidentiary
         documents which are reasonably likely to support a
         prosecution against them.



 20. We now come to the judgment of this Court in Nandini Satpathy v. P.L.

   Dani (1978) 2 SCC 424. This case referred to the inter-play between

   Article 20(3) and section 161 of the CrPC as follows:
        “21. Back to the constitutional quintessence invigorating
        the ban on self-incrimination. The area covered by Article
        20(3) and Section 161(2) is substantially the same. So
        much so, we are inclined to the view, terminological
        expansion apart, that Section 161(2) of the CrPC is a
        parliamentary gloss on the constitutional clause. The
        learned Advocate-General argued that Article 20(3), unlike
        Section 161(1), did not operate at the anterior stages
        before the case came to court and the accused's
        incriminating utterance, previously recorded, was
        attempted to be introduced. He relied on some passages
        in American decisions but, in our understanding, those
        passages do not so circumscribe and, on the other hand,
        the landmark Miranda [Miranda v. Arizona, 384 US 436
        (1966)] ruling did extend the embargo to police
        investigation also. Moreover, Article 20(3), which is our
        provision, warrants no such truncation. Such a narrow
        meaning may emasculate a necessary protection. There
        are only two primary queries involved in this clause that
        seals the lips into permissible silence: (i) Is the person
        called upon to testify “accused of any offence”? (ii) Is he
        being compelled to be witness against himself? A
        constitutional provision receives its full semantic range
        and so it follows that a wider connotation must be
        imparted to the expressions “accused of any offence” and
        “to be witness against himself”. The learned Advocate-



        General, influenced by American decisions rightly agreed
        that in expression Section 161(2) of the Code might cover
        not merely accusations already registered in police
        stations but those which are likely to be the basis for
        exposing a person to a criminal charge. Indeed, this wider
        construction, if applicable to Article 20(3), approximates
        the constitutional clause to the explicit statement of the
        prohibition in Section 161(2). This latter provision
        meaningfully uses the expression “expose himself to a
        criminal charge”. Obviously, these words mean, not only
        cases where the person is already exposed to a criminal


charge but also instances which will imminently expose
him to criminal charges. In Article 20(3), the expression
“accused of any offence” must mean formally accused in
praesenti not in futuro — not even imminently as
decisions now stand. The expression “to be witness
against himself” means more than the court process. Any
giving of evidence, any furnishing of information, if likely to
have an incriminating impact, answers the description of
being witness against oneself. Not being limited to the
forensic stage by express words in Article 20(3), we have
to construe the expression to apply to every stage where
furnishing of information and collection of materials takes
place. That is to say, even the investigation at the police
level is embraced by Article 20(3). This is precisely what
Section 161(2) means. That sub-section relates to oral
examination by police officers and grants immunity at that
stage. Briefly, the Constitution and the Code are co-
terminus in the protective area. While the Code may be
changed, the Constitution is more enduring. Therefore, we
have to base our conclusion not merely upon Section
161(2) but on the more fundamental protection, although
equal in ambit, contained in Article 20(3).



xxx xxx xxx

57. We hold that Section 161 enables the police to
examine the accused during investigation. The prohibitive
sweep of Article 20(3) goes back to the stage of police
interrogation — not, as contended, commencing in court
only. In our judgment, the provisions of Article 20(3) and
Section 161(1) substantially cover the same area, so far
as police investigations are concerned. The ban on self-
accusation and the right to silence, while one investigation
or trial is under way, goes beyond that case and protects
the accused in regard to other offences pending or
imminent, which may deter him from voluntary disclosure
of criminatory matter. We are disposed to read “compelled
testimony” as evidence procured not merely by physical
threats or violence but by psychic torture, atmospheric
pressure, environmental coercion, tiring interrogative
prolixity, overbearing and intimidatory methods and the
like — not legal penalty for violation. So, the legal perils
following upon refusal to answer, or answer truthfully,


cannot be regarded as compulsion within the meaning of
Article 20(3). The prospect of prosecution may lead to
legal tension in the exercise of a constitutional right, but
then, a stance of silence is running a calculated risk. On
the other hand, if there is any mode of pressure, subtle or
crude, mental or physical, direct or indirect, but sufficiently
substantial, applied by the policeman for obtaining
information from an accused strongly suggestive of guilt, it
becomes “compelled testimony”, violative of Article 20(3).",
Article 3,"Article 366 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/294137/,,,
Article 3,"Article 35 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/448465/,,,
Article 3,"Section 57 in The Indian Evidence Act, 1872
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/1363154/,,,
Article 3,"THE CONSTITUTION (FIRST AMENDMENT) ACT, 1951",https://indiankanoon.org/doc/136460171/,,,
